game_id,matchup,abbr,attendance,conference_game,game_date,neutral_site,venue_id,venue_name,venue_city,venue_state,broadcast_type,network
401532450,Bowling Green Falcons at Western Michigan Broncos,BGSU @ WMU,8901,True,2023-11-22T00:00Z,False,3980,Waldo Stadium,Kalamazoo,MI,TV,ESPNU
401532449,Eastern Michigan Eagles at Buffalo Bulls,EMU @ BUFF,11243,True,2023-11-22T00:30Z,False,3965,UB Stadium,Buffalo,NY,TV,ESPN2
401520424,Ole Miss Rebels at Mississippi State Bulldogs,MISS @ MSST,60412,True,2023-11-24T00:30Z,False,3693,Davis Wade Stadium,Starkville,MS,TV,ESPN
401524063,Oregon State Beavers at Oregon Ducks,ORST @ ORE,59987,True,2023-11-25T01:30Z,False,3626,Autzen Stadium,Eugene,OR,TV,FOX
401525901,Texas Tech Red Raiders at Texas Longhorns,TTU @ TEX,102452,True,2023-11-25T00:30Z,False,3910,DKR-Texas Memorial Stadium,Austin,TX,TV,ABC
401520426,Missouri Tigers at Arkansas Razorbacks,MIZ @ ARK,59847,True,2023-11-24T21:00Z,False,3887,Razorback Stadium,Fayetteville,AR,TV,CBS
401520435,Penn State Nittany Lions at Michigan State Spartans,PSU @ MSU,51927,True,2023-11-25T00:30Z,False,3727,Ford Field,Detroit,MI,TV,NBC
401525900,TCU Horned Frogs at Oklahoma Sooners,TCU @ OU,83669,True,2023-11-24T17:00Z,False,3835,"Memorial Stadium (Norman, OK)",Norman,OK,TV,FOX
401520425,Iowa Hawkeyes at Nebraska Cornhuskers,IOWA @ NEB,86183,True,2023-11-24T17:00Z,False,3834,"Memorial Stadium (Lincoln, NE)",Lincoln,NE,TV,CBS
401531376,UTSA Roadrunners at Tulane Green Wave,UTSA @ TULN,25103,True,2023-11-24T20:30Z,False,4729,Yulman Stadium,New Orleans,LA,TV,ABC
401525560,Miami Hurricanes at Boston College Eagles,MIA @ BC,30569,True,2023-11-24T17:00Z,False,3615,"Alumni Stadium (Chestnut Hill, MA)",Chestnut Hill,MA,TV,ABC
401531394,Memphis Tigers at Temple Owls,MEM @ TEM,10830,True,2023-11-24T17:00Z,False,3806,Lincoln Financial Field,Philadelphia,PA,TV,ESPN
401532451,Toledo Rockets at Central Michigan Chippewas,TOL @ CMU,8612,True,2023-11-24T17:00Z,False,3786,Kelly/Shorts Stadium,Mount Pleasant,MI,TV,ESPNU
401532452,Ohio Bobcats at Akron Zips,OHIO @ AKR,6152,True,2023-11-24T17:00Z,False,3768,InfoCision Stadium,Akron,OH,TV,CBSSN
401532629,Utah State Aggies at New Mexico Lobos,USU @ UNM,12094,True,2023-11-24T20:30Z,False,3971,University Stadium (NM),Albuquerque,NM,TV,CBSSN
401532625,Air Force Falcons at Boise State Broncos,AFA @ BOIS,36390,True,2023-11-24T21:00Z,False,3653,Albertsons Stadium,Boise,ID,TV,FS1
401520430,Georgia Bulldogs at Georgia Tech Yellow Jackets,UGA @ GT,51447,False,2023-11-26T00:30Z,False,721,Bobby Dodd Stadium,Atlanta,GA,TV,ABC
401520434,Ohio State Buckeyes at Michigan Wolverines,OSU @ MICH,110615,True,2023-11-25T17:00Z,False,3558,Michigan Stadium,Ann Arbor,MI,TV,FOX
401524068,Washington State Cougars at Washington Huskies,WSU @ WASH,71312,True,2023-11-25T21:00Z,False,3765,Husky Stadium,Seattle,WA,TV,FOX
401520429,Florida State Seminoles at Florida Gators,FSU @ FLA,90341,False,2023-11-26T00:00Z,False,3634,Ben Hill Griffin Stadium,Gainesville,FL,TV,ESPN
401520429,Florida State Seminoles at Florida Gators,FSU @ FLA,90341,False,2023-11-26T00:00Z,False,3634,Ben Hill Griffin Stadium,Gainesville,FL,Radio,ESPNRM
401520427,Alabama Crimson Tide at Auburn Tigers,ALA @ AUB,88043,True,2023-11-25T20:30Z,False,3785,Jordan-Hare Stadium,Auburn,AL,TV,CBS
401520432,Kentucky Wildcats at Louisville Cardinals,UK @ LOU,59225,False,2023-11-25T17:00Z,False,3873,L&N Federal Credit Union Stadium,Louisville,KY,TV,ABC
