attendance,broadcasts,competitors,conferenceCompetition,date,format,geoBroadcasts,groups,headlines,id,leaders,neutralSite,notes,playByPlayAvailable,recent,startDate,status,timeValid,type,uid,venue,venue_id,venue_name
63411,"[{'market': 'national', 'names': ['PAC12']}]","[{'id': '30', 'uid': 's:20~l:23~t:30', 'type': 'team', 'order': 0, 'homeAway': 'home', 'winner': True, 'team': {'id': '30', 'uid': 's:20~l:23~t:30', 'location': 'USC', 'name': 'Trojans', 'abbreviation': 'USC', 'displayName': 'USC Trojans', 'shortDisplayName': 'USC', 'color': '9e2237', 'isActive': True, 'venue': {'id': '477'}, 'links': [{'rel': ['clubhouse', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/_/id/30/usc-trojans', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['clubhouse', 'mobile', 'team'], 'href': 'https://www.espn.com/college-football/team/_/id/30/usc-trojans', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['roster', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/roster/_/id/30', 'text': 'Roster', 'isExternal': False, 'isPremium': False}, {'rel': ['stats', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/stats/_/id/30', 'text': 'Statistics', 'isExternal': False, 'isPremium': False}, {'rel': ['schedule', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/schedule/_/id/30', 'text': 'Schedule', 'isExternal': False, 'isPremium': False}], 'logo': 'https://a.espncdn.com/i/teamlogos/ncaa/500/30.png', 'conferenceId': '9'}, 'score': '56', 'linescores': [{'value': 7.0}, {'value': 14.0}, {'value': 21.0}, {'value': 14.0}], 'statistics': [], 'curatedRank': {'current': 6}, 'records': [{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '1-0'}, {'name': 'Home', 'type': 'home', 'summary': '1-0'}, {'name': 'Road', 'type': 'road', 'summary': '0-0'}, {'name': 'vs. Conf.', 'type': 'vsconf', 'summary': '0-0'}]}, {'id': '23', 'uid': 's:20~l:23~t:23', 'type': 'team', 'order': 1, 'homeAway': 'away', 'winner': False, 'team': {'id': '23', 'uid': 's:20~l:23~t:23', 'location': 'San José State', 'name': 'Spartans', 'abbreviation': 'SJSU', 'displayName': 'San José State Spartans', 'shortDisplayName': 'San José St', 'color': '005893', 'isActive': True, 'venue': {'id': '3935'}, 'links': [{'rel': ['clubhouse', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/_/id/23/san-jose-state-spartans', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['clubhouse', 'mobile', 'team'], 'href': 'https://www.espn.com/college-football/team/_/id/23/san-jose-state-spartans', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['roster', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/roster/_/id/23', 'text': 'Roster', 'isExternal': False, 'isPremium': False}, {'rel': ['stats', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/stats/_/id/23', 'text': 'Statistics', 'isExternal': False, 'isPremium': False}, {'rel': ['schedule', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/schedule/_/id/23', 'text': 'Schedule', 'isExternal': False, 'isPremium': False}], 'logo': 'https://a.espncdn.com/i/teamlogos/ncaa/500/23.png', 'conferenceId': '17'}, 'score': '28', 'linescores': [{'value': 0.0}, {'value': 14.0}, {'value': 7.0}, {'value': 7.0}], 'statistics': [], 'curatedRank': {'current': 99}, 'records': [{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '0-1'}, {'name': 'Home', 'type': 'home', 'summary': '0-0'}, {'name': 'Road', 'type': 'road', 'summary': '0-1'}, {'name': 'vs. Conf.', 'type': 'vsconf', 'summary': '0-0'}]}]",False,2023-08-27T00:00Z,{'regulation': {'periods': 4}},"[{'type': {'id': '1', 'shortName': 'TV'}, 'market': {'id': '1', 'type': 'National'}, 'media': {'shortName': 'PAC12'}, 'lang': 'en', 'region': 'us'}]",,"[{'type': 'Recap', 'description': ""— Zachariah Branch caught a short pass from Caleb Williams and accelerated, turning defenders into turnstiles as he zigzagged downfield. The freshman then broke out Cristiano Ronaldo's iconic goal celebration for his first touchdown, leaping and..."", 'shortLinkText': 'Heisman winner Caleb Williams throws 4 TD passes, leads No. 6 USC past San Jose State 56-28', 'video': [{'id': 38268149, 'source': 'espn', 'headline': ""Caleb Williams shines with 4-TD performance in USC's opener"", 'thumbnail': 'https://a.espncdn.com/media/motion/2023/0826/ss_20230826_233103189_2324716/ss_20230826_233103189_2324716.jpg', 'duration': 104, 'tracking': {'sportName': 'ncf', 'leagueName': 'No League', 'coverageType': 'Final Game Highlight', 'trackingName': ""COM_NCF Highlight (Caleb Williams shines with 4-TD performance in USC's opener) null ESHEET STOFULL"", 'trackingId': 'dm_null_NCF_caleb_williams_shines_with_4td_performance_in_uscs_opener'}, 'deviceRestrictions': {'type': 'whitelist', 'devices': ['desktop', 'ipad', 'settop', 'handset', 'tablet']}, 'links': {'web': {'href': 'http://espn.com/video/clip?id=38268149', 'self': {'href': 'http://espn.com/video/clip?id=38268149', 'dsi': {'href': 'http://espn.com/video/clip?id=6d0ad338cc2bc'}}, 'seo': {'href': 'http://espn.com/video/clip/_/id/38268149'}, 'dsi': {'href': 'http://espn.com/video/clip?id=6d0ad338cc2bc'}}, 'mobile': {'href': 'https://watch.auth.api.espn.com/video/auth/brightcove/c32d26b0-3af3-4da2-9065-00094a0ce54e/asset?UMADPARAMreferer=http://www.espn.com/video/clip?id=38268149', 'source': {'href': 'https://media.video-cdn.espn.com/motion/2023/0826/ss_20230826_233103189_2324716/ss_20230826_233103189_2324716.mp4'}, 'alert': {'href': 'http://m.espn.com/general/video/videoAlert?vid=38268149'}, 'streaming': {'href': 'https://watch.auth.api.espn.com/video/auth/brightcove/c32d26b0-3af3-4da2-9065-00094a0ce54e/asset?UMADPARAMreferer=http://www.espn.com/video/clip?id=38268149'}, 'progressiveDownload': {'href': 'https://watch.auth.api.espn.com/video/auth/brightcove/c32d26b0-3af3-4da2-9065-00094a0ce54e/asset?UMADPARAMreferer=http://www.espn.com/video/clip?id=38268149'}}, 'api': {'self': {'dsi': {'href': 'http://api-app.espn.com/v1/video/clips/6d0ad338cc2bc'}}, 'artwork': {'href': 'https://artwork.api.espn.com/artwork/collections/media/c32d26b0-3af3-4da2-9065-00094a0ce54e'}}, 'source': {'href': 'https://media.video-cdn.espn.com/motion/2023/0826/ss_20230826_233103189_2324716/ss_20230826_233103189_2324716_360p30_1464k.mp4', 'mezzanine': {'href': 'http://media.video-origin.espn.com/espnvideo/2023/0826/ss_20230826_233103189_2324716/ss_20230826_233103189_2324716.mp4'}, 'flash': {'href': 'https://media.video-cdn.espn.com/motion/2023/0826/ss_20230826_233103189_2324716/ss_20230826_233103189_2324716.smil'}, 'hds': {'href': 'https://hds.video-cdn.espn.com/z/motion/2023/0826/ss_20230826_233103189_2324716/ss_20230826_233103189_2324716_rel.smil/manifest.f4m'}, 'HLS': {'href': 'https://service-pkgespn.akamaized.net/opp/hls/espn/2023/0826/ss_20230826_233103189_2324716/ss_20230826_233103189_2324716/playlist.m3u8', 'HD': {'href': 'https://service-pkgespn.akamaized.net/opp/hls/espn/2023/0826/ss_20230826_233103189_2324716/ss_20230826_233103189_2324716/playlist.m3u8'}}, 'HD': {'href': 'https://media.video-cdn.espn.com/motion/2023/0826/ss_20230826_233103189_2324716/ss_20230826_233103189_2324716_720p30_2896k.mp4'}, 'full': {'href': 'https://media.video-cdn.espn.com/motion/2023/0826/ss_20230826_233103189_2324716/ss_20230826_233103189_2324716_360p30_1464k.mp4'}}, 'sportscenter': {'href': 'sportscenter://x-callback-url/showVideo?videoID=38268149&videoDSI=6d0ad338cc2bc'}}}]}]",401523986,"[{'name': 'passingYards', 'displayName': 'Passing Leader', 'shortDisplayName': 'PASS', 'abbreviation': 'PYDS', 'leaders': [{'displayValue': '278 YDS, 4 TD', 'value': 278.0, 'athlete': {'id': '4431611', 'fullName': 'Caleb Williams', 'displayName': 'Caleb Williams', 'shortName': 'C. Williams', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/college-football/player/_/id/4431611/caleb-williams'}], 'headshot': 'https://a.espncdn.com/i/headshots/college-football/players/full/4431611.png', 'jersey': '13', 'position': {'abbreviation': 'QB'}, 'team': {'id': '30'}, 'active': False}, 'team': {'id': '30'}}]}, {'name': 'rushingYards', 'displayName': 'Rushing Leader', 'shortDisplayName': 'RUSH', 'abbreviation': 'RYDS', 'leaders': [{'displayValue': '6 CAR, 108 YDS', 'value': 108.0, 'athlete': {'id': '4694583', 'fullName': 'Quali Conley', 'displayName': 'Quali Conley', 'shortName': 'Q. Conley', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/college-football/player/_/id/4694583/quali-conley'}], 'headshot': 'https://a.espncdn.com/i/headshots/college-football/players/full/4694583.png', 'jersey': '7', 'position': {'abbreviation': 'RB'}, 'team': {'id': '23'}, 'active': True}, 'team': {'id': '23'}}]}, {'name': 'receivingYards', 'displayName': 'Receiving Leader', 'shortDisplayName': 'REC', 'abbreviation': 'RECYDS', 'leaders': [{'displayValue': '6 REC, 89 YDS, 3 TD', 'value': 89.0, 'athlete': {'id': '4570242', 'fullName': 'Nick Nash', 'displayName': 'Nick Nash', 'shortName': 'N. Nash', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/college-football/player/_/id/4570242/nick-nash'}], 'headshot': 'https://a.espncdn.com/i/headshots/college-football/players/full/4570242.png', 'jersey': '3', 'position': {'abbreviation': 'WR'}, 'team': {'id': '23'}, 'active': True}, 'team': {'id': '23'}}]}]",False,[],True,False,2023-08-27T00:00Z,"{'clock': 0.0, 'displayClock': '0:00', 'period': 4, 'type': {'id': '3', 'name': 'STATUS_FINAL', 'state': 'post', 'completed': True, 'description': 'Final', 'detail': 'Final', 'shortDetail': 'Final'}, 'isTBDFlex': False}",True,"{'id': '1', 'abbreviation': 'STD'}",s:20~l:23~e:401523986~c:401523986,"{'id': '477', 'fullName': 'Los Angeles Memorial Coliseum', 'address': {'city': 'Los Angeles', 'state': 'CA'}, 'indoor': False}",477,Los Angeles Memorial Coliseum
49000,"[{'market': 'national', 'names': ['NBC']}]","[{'id': '87', 'uid': 's:20~l:23~t:87', 'type': 'team', 'order': 0, 'homeAway': 'home', 'winner': True, 'team': {'id': '87', 'uid': 's:20~l:23~t:87', 'location': 'Notre Dame', 'name': 'Fighting Irish', 'abbreviation': 'ND', 'displayName': 'Notre Dame Fighting Irish', 'shortDisplayName': 'Notre Dame', 'color': '0c2340', 'isActive': True, 'venue': {'id': '3855'}, 'links': [{'rel': ['clubhouse', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/_/id/87/notre-dame-fighting-irish', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['clubhouse', 'mobile', 'team'], 'href': 'https://www.espn.com/college-football/team/_/id/87/notre-dame-fighting-irish', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['roster', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/roster/_/id/87', 'text': 'Roster', 'isExternal': False, 'isPremium': False}, {'rel': ['stats', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/stats/_/id/87', 'text': 'Statistics', 'isExternal': False, 'isPremium': False}, {'rel': ['schedule', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/schedule/_/id/87', 'text': 'Schedule', 'isExternal': False, 'isPremium': False}], 'logo': 'https://a.espncdn.com/i/teamlogos/ncaa/500/87.png', 'conferenceId': '18'}, 'score': '42', 'linescores': [{'value': 14.0}, {'value': 14.0}, {'value': 7.0}, {'value': 7.0}], 'statistics': [], 'curatedRank': {'current': 13}, 'records': [{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '1-0'}, {'name': 'Home', 'type': 'home', 'summary': '0-0'}, {'name': 'Road', 'type': 'road', 'summary': '0-0'}, {'name': 'vs. Conf.', 'type': 'vsconf', 'summary': '0-0'}]}, {'id': '2426', 'uid': 's:20~l:23~t:2426', 'type': 'team', 'order': 1, 'homeAway': 'away', 'winner': False, 'team': {'id': '2426', 'uid': 's:20~l:23~t:2426', 'location': 'Navy', 'name': 'Midshipmen', 'abbreviation': 'NAVY', 'displayName': 'Navy Midshipmen', 'shortDisplayName': 'Navy', 'color': '00225b', 'isActive': True, 'venue': {'id': '3852'}, 'links': [{'rel': ['clubhouse', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/_/id/2426/navy-midshipmen', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['clubhouse', 'mobile', 'team'], 'href': 'https://www.espn.com/college-football/team/_/id/2426/navy-midshipmen', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['roster', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/roster/_/id/2426', 'text': 'Roster', 'isExternal': False, 'isPremium': False}, {'rel': ['stats', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/stats/_/id/2426', 'text': 'Statistics', 'isExternal': False, 'isPremium': False}, {'rel': ['schedule', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/schedule/_/id/2426', 'text': 'Schedule', 'isExternal': False, 'isPremium': False}], 'logo': 'https://a.espncdn.com/i/teamlogos/ncaa/500/2426.png', 'conferenceId': '151'}, 'score': '3', 'linescores': [{'value': 0.0}, {'value': 0.0}, {'value': 0.0}, {'value': 3.0}], 'statistics': [], 'curatedRank': {'current': 99}, 'records': [{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '0-1'}, {'name': 'Home', 'type': 'home', 'summary': '0-0'}, {'name': 'Road', 'type': 'road', 'summary': '0-0'}, {'name': 'vs. Conf.', 'type': 'vsconf', 'summary': '0-0'}]}]",False,2023-08-26T18:30Z,{'regulation': {'periods': 4}},"[{'type': {'id': '1', 'shortName': 'TV'}, 'market': {'id': '1', 'type': 'National'}, 'media': {'shortName': 'NBC'}, 'lang': 'en', 'region': 'us'}]",,"[{'type': 'Recap', 'description': '— Sam Hartman credited coaches, the offensive line, running backs, the defense, even the event organizers.', 'shortLinkText': 'Hartman throws 4 TD passes as No. 13 Notre Dame opens with a 42-3 win over Navy in Ireland'}]",401525434,"[{'name': 'passingYards', 'displayName': 'Passing Leader', 'shortDisplayName': 'PASS', 'abbreviation': 'PYDS', 'leaders': [{'displayValue': '251 YDS, 4 TD', 'value': 251.0, 'athlete': {'id': '4361994', 'fullName': 'Sam Hartman', 'displayName': 'Sam Hartman', 'shortName': 'S. Hartman', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/college-football/player/_/id/4361994/sam-hartman'}], 'headshot': 'https://a.espncdn.com/i/headshots/college-football/players/full/4361994.png', 'jersey': '10', 'position': {'abbreviation': 'QB'}, 'team': {'id': '87'}, 'active': False}, 'team': {'id': '87'}}]}, {'name': 'rushingYards', 'displayName': 'Rushing Leader', 'shortDisplayName': 'RUSH', 'abbreviation': 'RYDS', 'leaders': [{'displayValue': '16 CAR, 95 YDS, 1 TD', 'value': 95.0, 'athlete': {'id': '4569682', 'fullName': 'Audric Estime', 'displayName': 'Audric Estime', 'shortName': 'A. Estime', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/college-football/player/_/id/4569682/audric-estime'}], 'headshot': 'https://a.espncdn.com/i/headshots/college-football/players/full/4569682.png', 'jersey': '7', 'position': {'abbreviation': 'RB'}, 'team': {'id': '87'}, 'active': False}, 'team': {'id': '87'}}]}, {'name': 'receivingYards', 'displayName': 'Receiving Leader', 'shortDisplayName': 'REC', 'abbreviation': 'RECYDS', 'leaders': [{'displayValue': '3 REC, 68 YDS, 2 TD', 'value': 68.0, 'athlete': {'id': '4870768', 'fullName': 'Jaden Greathouse', 'displayName': 'Jaden Greathouse', 'shortName': 'J. Greathouse', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/college-football/player/_/id/4870768/jaden-greathouse'}], 'headshot': 'https://a.espncdn.com/i/headshots/college-football/players/full/4870768.png', 'jersey': '19', 'position': {'abbreviation': 'WR'}, 'team': {'id': '87'}, 'active': True}, 'team': {'id': '87'}}]}]",True,[],True,False,2023-08-26T18:30Z,"{'clock': 0.0, 'displayClock': '0:00', 'period': 4, 'type': {'id': '3', 'name': 'STATUS_FINAL', 'state': 'post', 'completed': True, 'description': 'Final', 'detail': 'Final', 'shortDetail': 'Final'}, 'isTBDFlex': False}",True,"{'id': '1', 'abbreviation': 'STD'}",s:20~l:23~e:401525434~c:401525434,"{'id': '3504', 'fullName': 'Aviva Stadium', 'address': {'city': 'Dublin'}, 'indoor': False}",3504,Aviva Stadium
17982,"[{'market': 'national', 'names': ['CBSSN']}]","[{'id': '55', 'uid': 's:20~l:23~t:55', 'type': 'team', 'order': 0, 'homeAway': 'home', 'winner': True, 'team': {'id': '55', 'uid': 's:20~l:23~t:55', 'location': 'Jacksonville State', 'name': 'Gamecocks', 'abbreviation': 'JVST', 'displayName': 'Jacksonville State Gamecocks', 'shortDisplayName': ""J'Ville St"", 'color': 'b50500', 'isActive': True, 'venue': {'id': '3662'}, 'links': [{'rel': ['clubhouse', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/_/id/55/jacksonville-state-gamecocks', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['clubhouse', 'mobile', 'team'], 'href': 'https://www.espn.com/college-football/team/_/id/55/jacksonville-state-gamecocks', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['roster', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/roster/_/id/55', 'text': 'Roster', 'isExternal': False, 'isPremium': False}, {'rel': ['stats', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/stats/_/id/55', 'text': 'Statistics', 'isExternal': False, 'isPremium': False}, {'rel': ['schedule', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/schedule/_/id/55', 'text': 'Schedule', 'isExternal': False, 'isPremium': False}], 'logo': 'https://a.espncdn.com/i/teamlogos/ncaa/500/55.png', 'conferenceId': '12'}, 'score': '17', 'linescores': [{'value': 3.0}, {'value': 7.0}, {'value': 7.0}, {'value': 0.0}], 'statistics': [], 'curatedRank': {'current': 99}, 'records': [{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '1-0'}, {'name': 'Home', 'type': 'home', 'summary': '1-0'}, {'name': 'Road', 'type': 'road', 'summary': '0-0'}, {'name': 'vs. Conf.', 'type': 'vsconf', 'summary': '1-0'}]}, {'id': '2638', 'uid': 's:20~l:23~t:2638', 'type': 'team', 'order': 1, 'homeAway': 'away', 'winner': False, 'team': {'id': '2638', 'uid': 's:20~l:23~t:2638', 'location': 'UTEP', 'name': 'Miners', 'abbreviation': 'UTEP', 'displayName': 'UTEP Miners', 'shortDisplayName': 'UTEP', 'color': 'ff8200', 'isActive': True, 'venue': {'id': '3946'}, 'links': [{'rel': ['clubhouse', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/_/id/2638/utep-miners', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['clubhouse', 'mobile', 'team'], 'href': 'https://www.espn.com/college-football/team/_/id/2638/utep-miners', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['roster', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/roster/_/id/2638', 'text': 'Roster', 'isExternal': False, 'isPremium': False}, {'rel': ['stats', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/stats/_/id/2638', 'text': 'Statistics', 'isExternal': False, 'isPremium': False}, {'rel': ['schedule', 'desktop', 'team'], 'href': 'https://www.espn.com/college-football/team/schedule/_/id/2638', 'text': 'Schedule', 'isExternal': False, 'isPremium': False}], 'logo': 'https://a.espncdn.com/i/teamlogos/ncaa/500/2638.png', 'conferenceId': '12'}, 'score': '14', 'linescores': [{'value': 0.0}, {'value': 7.0}, {'value': 0.0}, {'value': 7.0}], 'statistics': [], 'curatedRank': {'current': 99}, 'records': [{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '0-1'}, {'name': 'Home', 'type': 'home', 'summary': '0-0'}, {'name': 'Road', 'type': 'road', 'summary': '0-1'}, {'name': 'vs. Conf.', 'type': 'vsconf', 'summary': '0-1'}]}]",True,2023-08-26T21:30Z,{'regulation': {'periods': 4}},"[{'type': {'id': '1', 'shortName': 'TV'}, 'market': {'id': '1', 'type': 'National'}, 'media': {'shortName': 'CBSSN'}, 'lang': 'en', 'region': 'us'}]","{'id': '12', 'name': 'Conference USA', 'shortName': 'CUSA', 'isConference': True}",,401520145,"[{'name': 'passingYards', 'displayName': 'Passing Leader', 'shortDisplayName': 'PASS', 'abbreviation': 'PYDS', 'leaders': [{'displayValue': '208 YDS, 1 TD, 2 INT', 'value': 208.0, 'athlete': {'id': '4575668', 'fullName': 'Gavin Hardison', 'displayName': 'Gavin Hardison', 'shortName': 'G. Hardison', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/college-football/player/_/id/4575668/gavin-hardison'}], 'headshot': 'https://a.espncdn.com/i/headshots/college-football/players/full/4575668.png', 'jersey': '2', 'position': {'abbreviation': 'QB'}, 'team': {'id': '2638'}, 'active': False}, 'team': {'id': '2638'}}]}, {'name': 'rushingYards', 'displayName': 'Rushing Leader', 'shortDisplayName': 'RUSH', 'abbreviation': 'RYDS', 'leaders': [{'displayValue': '13 CAR, 76 YDS, 1 TD', 'value': 76.0, 'athlete': {'id': '4365311', 'fullName': 'Malik Jackson', 'displayName': 'Malik Jackson', 'shortName': 'M. Jackson', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/college-football/player/_/id/4365311/malik-jackson'}], 'headshot': 'https://a.espncdn.com/i/headshots/college-football/players/full/4365311.png', 'jersey': '5', 'position': {'abbreviation': 'RB'}, 'team': {'id': '55'}, 'active': True}, 'team': {'id': '55'}}]}, {'name': 'receivingYards', 'displayName': 'Receiving Leader', 'shortDisplayName': 'REC', 'abbreviation': 'RECYDS', 'leaders': [{'displayValue': '4 REC, 102 YDS, 1 TD', 'value': 102.0, 'athlete': {'id': '5082289', 'fullName': 'Kelly Akharaiyi', 'displayName': 'Kelly Akharaiyi', 'shortName': 'K. Akharaiyi', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/college-football/player/_/id/5082289/kelly-akharaiyi'}], 'headshot': 'https://a.espncdn.com/i/headshots/college-football/players/full/5082289.png', 'jersey': '4', 'position': {'abbreviation': 'WR'}, 'team': {'id': '2638'}, 'active': True}, 'team': {'id': '2638'}}]}]",False,[],True,False,2023-08-26T21:30Z,"{'clock': 0.0, 'displayClock': '0:00', 'period': 4, 'type': {'id': '3', 'name': 'STATUS_FINAL', 'state': 'post', 'completed': True, 'description': 'Final', 'detail': 'Final', 'shortDetail': 'Final'}, 'isTBDFlex': False}",True,"{'id': '1', 'abbreviation': 'STD'}",s:20~l:23~e:401520145~c:401520145,"{'id': '3662', 'fullName': 'Burgess-Snow Field', 'address': {'city': 'Jacksonville', 'state': 'AL'}, 'indoor': False}",3662,Burgess-Snow Field
